"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","surface_habitable_logement","adresse_ban","type_energie_n1","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_dpe"
"2201N0204849G","2022-02-01","C","maison",60.9,"Rue des Maladières 01710 Thoiry","Gaz naturel",2219.7,2150.8,0,34.2,0,2228.8,3047.6,0,78.7,0,248.1,240.7,0,118,0,"existant"
"2201N0233868J","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",3446.7,1633.9,0,41.5,0,3557,2303.8,0,95.5,0,398.5,181.7,0,143.2,0,"existant"
"2201N0216259C","2022-01-26","C","appartement",43.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1077.9,1442.3,0,27.6,0,1121.7,2033.6,0,63.4,0,125.9,160.4,0,95,0,"existant"
"2201N0216418F","2022-01-26","C","appartement",48.7,"Rue des Usiniers 01170 Gex","Gaz naturel",2453.9,0,0,30.1,1.9,2558.3,0,0,69.1,4.3,287.3,0,0,103.6,6.5,"existant"
"2201N0204840X","2022-02-01","C","maison",49.5,"Rue des Maladières 01710 Thoiry","Gaz naturel",2045.7,1860.1,0,27.8,0,2054.1,2635.7,0,64,0,228.7,208.1,0,96,0,"existant"
"2201N0216307Y","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2491.1,1695.4,0,41.5,0,2592.3,2390.6,0,95.5,0,291,188.6,0,143.1,0,"existant"
"2201N2231320L","2022-01-24","C","maison",82,"Chemin de Farreu 01170 Crozet","GPL",5266,1610,0,159.9,10.7,5376.5,2290.3,0,367.8,24.5,766,232,0,46,3,"existant"
"2201N0216364D","2022-01-26","B","appartement",43.9,"Rue des Usiniers 01170 Gex","Gaz naturel",1145.6,0,0,28.2,0,1185.4,0,0,64.9,0,132.9,0,0,97.3,0,"existant"
"2201N0020809U","2022-01-03","A","maison",91.5,"Impasse des Perdrix 01160 Varambon","Électricité",1050,853,0,218.8,98.5,2415,2766.3,0,503.2,226.5,215,175,0,45,20,"existant"
"2201N0055420Z","2022-01-11","A","maison",139.6,"Impasse Petite Charmette 01150 Lagnieu","Électricité",2296,659,0,267,17.8,5280.8,2137.1,0,614.1,40.9,433,124,0,50,3,"existant"
"2201N0024625O","2022-01-05","B","maison",93.9,"Rue Marcel Vion 01800 Meximieux","Gaz naturel",2780,1875,0,196.2,130.8,3545.7,2663.9,0,451.3,300.8,414,210,0,57,38,"existant"
"2201N0226281O","2022-01-26","C","appartement",64.6,"Rue des Usiniers 01170 Gex","Gaz naturel",2194,1623,0,41.5,0,2270.2,2288.5,0,95.4,0,254.5,180.5,0,143.1,0,"existant"
"2201N0216299Q","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3224.8,1815.6,0,49.7,0,3355.8,2559.9,0,114.3,0,376.7,201.9,0,171.4,0,"existant"
"2201N0226249I","2022-01-26","C","appartement",64.6,"Rue des Usiniers 01170 Gex","Gaz naturel",2194,1623,0,41.5,0,2270.2,2288.5,0,95.4,0,254.5,180.5,0,143.1,0,"existant"
"2201N0216550H","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2119.2,1633.9,0,41.5,0,2187,2303.8,0,95.5,0,245,181.7,0,143.2,0,"existant"
"2201N0216267K","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1980.1,1695.4,0,41.5,0,2060.5,2390.6,0,95.5,0,231.3,188.6,0,143.1,0,"existant"
"2201N0216352R","2022-01-26","B","appartement",64.6,"Rue des Usiniers 01170 Gex","Gaz naturel",2194,0,0,41.5,0,2270.2,0,0,95.4,0,254.5,0,0,143.1,0,"existant"
"2201N0145789S","2022-01-24","A","maison",136.7,"Rue du Village 01300 Virignin","Électricité",2490,782,0,271.3,31.9,4004.5,2536,0,624,73.4,317,160,0,55,7,"existant"
"2201N0201776B","2022-02-01","C","appartement",84.6,"Vonnas","Gaz naturel",1780.9,2769.3,0,50.6,0,1780.9,3904.6,0,116.4,0,198.1,308,0,174.4,0,"existant"
"2201N0216399M","2022-01-26","B","appartement",47.7,"Rue des Usiniers 01170 Gex","Gaz naturel",1743.6,0,0,29.4,1.8,1817.9,0,0,67.7,4.2,204.1,0,0,101.5,6.3,"existant"
"2201N0233883Y","2022-01-26","C","appartement",43.1,"Rue des Usiniers 01170 Gex","Électricité",1030.2,1959,0,27.3,0,1063.2,6353,0,62.9,0,119.1,568.3,0,94.3,0,"existant"
"2201N0216433U","2022-01-26","B","appartement",66.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2713.3,0,0,40.9,2.6,2828.8,0,0,94,5.9,317.6,0,0,140.9,8.8,"existant"
"2201N0162201Y","2022-01-26","B","maison",84.5,"Rue Fontanelle 01340 Foissiat","Électricité",2072,656,0,187.4,0,4765.6,2127.4,0,431,0,399,126,0,36,0,"existant"
"2201N0201779E","2022-02-01","B","immeuble",902.4,"Vonnas","Électricité",14369,10606,0,1710.6,0,33048.7,34395.3,0,3934.4,0,3103,2290,0,369,0,"existant"
"2201N0226265Y","2022-01-26","C","appartement",77.8,"Rue des Usiniers 01170 Gex","Gaz naturel",3344.5,1741.2,0,50,0,3460.6,2455.2,0,115,0,387.9,193.6,0,172.3,0,"existant"
"2201N0233892H","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3419.3,1749.6,0,49.7,0,3528.7,2467,0,114.4,0,395.3,194.6,0,171.4,0,"existant"
"2201N0216278V","2022-01-26","C","appartement",65.5,"Rue des Usiniers 01170 Gex","Gaz naturel",3080.1,1696.4,0,41.6,0,3205.2,2391.9,0,95.6,0,359.8,188.6,0,143.3,0,"existant"
"2201N0038305S","2022-01-09","A","maison",127.5,"519 Rue sur la Mouillée 01360 Loyettes","Électricité",954,910,75,253.5,0,2194.2,2951.1,172.5,583,0,199,189,16,53,0,"existant"
"2201N0233385U","2022-01-26","C","appartement",47.7,"Rue des Usiniers 01170 Gex","Gaz naturel",2277.3,1452.2,0,29.4,1.8,2374.3,2047.6,0,67.7,4.2,266.6,161.5,0,101.5,6.3,"existant"
"2201N0216317I","2022-01-26","C","appartement",59.8,"Rue des Usiniers 01170 Gex","Gaz naturel",3321.7,1642.8,0,37.9,0,3456.6,2316.4,0,87.2,0,388,182.7,0,130.8,0,"existant"
"2201N0201778D","2022-02-01","C","appartement",84.6,"Vonnas","Gaz naturel",2078.6,2769.3,0,50.6,0,2078.6,3904.6,0,116.4,0,231.2,308,0,174.4,0,"existant"
"2201N0020398Z","2022-01-05","A","maison",95.3,"Route de Loyettes 01150 Blyes","Électricité",1590,574,0,198.7,0,3657,1861.5,0,457.1,0,321,116,0,40,0,"existant"
"2201N0208183M","2022-02-01","A","maison",105.9,"Impasse du Village 01320 Villette-sur-Ain","Électricité",1406,461,0,242.4,24.2,3233.8,1495,0,557.5,55.8,292,96,0,50,5,"existant"
"2201N0233354P","2022-01-26","C","appartement",46.4,"Rue des Usiniers 01170 Gex","Électricité",1697.5,1918,0,28.7,1.8,1769.7,6220.1,0,65.9,4.1,198.7,556.3,0,98.8,6.2,"existant"
"2201N0141658V","2022-01-24","C","maison",119.8,"Chemin de Farreu 01170 Crozet","Gaz naturel",6633,1854,0,229.8,61.3,7648.3,2614.1,0,528.5,140.9,767,176,0,62,16,"existant"
"2201N0226258R","2022-01-26","C","appartement",64.6,"Rue des Usiniers 01170 Gex","Gaz naturel",2194,1623,0,41.5,0,2270.2,2288.5,0,95.4,0,254.5,180.5,0,143.1,0,"existant"
"2201N0226297E","2022-01-26","C","appartement",61.2,"Rue des Usiniers 01170 Gex","Gaz naturel",4123.8,1593,0,39.3,0,4267,2246.2,0,90.5,0,478.3,177.2,0,135.6,0,"existant"
"2201N0216545C","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2955.2,1632.1,0,41.4,0,3049.8,2301.2,0,95.2,0,341.7,181.5,0,142.8,0,"existant"
"2201N0233869K","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3027.7,1749.6,0,49.7,0,3124.6,2467,0,114.4,0,350,194.6,0,171.4,0,"existant"
"2201N0233895K","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2955.2,1632.1,0,41.4,0,3049.8,2301.2,0,95.2,0,341.7,181.5,0,142.8,0,"existant"
"2201N0233900P","2022-01-26","C","appartement",43.1,"Rue des Usiniers 01170 Gex","Gaz naturel",1030.2,1384.3,0,27.3,0,1063.2,1951.9,0,62.9,0,119.1,153.9,0,94.3,0,"existant"
"2201N0186195U","2022-01-30","B","maison",91.1,"Impasse des Bruves 01100 Apremont","Électricité",2249,693,0,202.5,32,5172.7,2247.4,0,465.8,73.6,426,131,0,38,6,"existant"
"2201N0141657U","2022-01-24","C","maison",121,"Chemin de Farreu 01170 Crozet","Gaz naturel",6618,1854,0,245.1,61.3,7613.8,2614.1,0,563.8,140.9,763,176,0,66,16,"existant"
"2201N0216389C","2022-01-26","B","appartement",46.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1697.5,0,0,28.7,1.8,1769.7,0,0,65.9,4.1,198.7,0,0,98.8,6.2,"existant"
"2201N0162194R","2022-01-26","B","maison",76.1,"Rue Fontanelle 01340 Foissiat","Électricité",1554.2,596,0,33.3,0,3574.7,1932.9,0,76.6,0,318.1,122,0,162.8,0,"existant"
"2201N0164688P","2022-01-05","C","appartement",74.4,"167 Rue des Marais 01120 La Boisse","Gaz naturel",3239.3,1537.3,0,51.3,5.7,3239.3,2167.6,0,118,13.1,360.2,171,0,176.9,19.7,"existant"
"2201N0216287E","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1980.1,1695.4,0,41.5,0,2060.5,2390.6,0,95.5,0,231.3,188.6,0,143.1,0,"existant"
"2201N0216561S","2022-01-26","C","appartement",43.1,"Rue des Usiniers 01170 Gex","Gaz naturel",1288,1384.3,0,27.3,0,1329.2,1951.9,0,62.9,0,148.9,153.9,0,94.3,0,"existant"
"2201N0152086X","2022-01-25","A","maison",141,"159 Impasse a la Bise 01170 Cessy","Électricité",1816,617,141,264.5,52.9,4176.8,2000.9,324.3,608.2,121.6,351,119,27,51,10,"existant"
"2201N0233878T","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3419.3,1749.6,0,49.7,0,3528.7,2467,0,114.4,0,395.3,194.6,0,171.4,0,"existant"
"2201N0043428T","2022-01-09","A","maison",125.3,"Chemin de Chanoz 01160 Priay","Électricité",1984,719,0,273.2,43.1,4563.2,2331.7,0,628.4,99.2,378,137,0,52,8,"existant"
"2201N0204655U","2022-02-01","C","maison",94.3,"Rue des Maladières 01710 Thoiry","Gaz naturel",4169,2288,0,55.6,3.5,4169,3248.1,0,127.9,8,421.1,233.4,0,191.7,12,"existant"
"2201N0049327Q","2022-01-10","C","maison",88.6,"Lot le Domaine de la Valliere 01480 Chaleins","Gaz naturel",4919,1550,0,168.5,11.2,4963.2,2185.5,0,387.4,25.8,437,172,0,49,3,"existant"
"2201N0020823I","2022-01-03","A","maison",90.7,"Impasse des Perdrix 01160 Varambon","Électricité",1173,945,0,217.2,97.7,2697.9,3064.6,0,499.6,224.8,235,189,0,43,20,"existant"
"2201N0216489Y","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",3572.9,1632.1,0,41.4,0,3687.3,2301.2,0,95.2,0,413.1,181.5,0,142.8,0,"existant"
"2201N0201777C","2022-02-01","C","appartement",84.6,"Vonnas","Gaz naturel",1780.9,2769.3,0,50.6,0,1780.9,3904.6,0,116.4,0,198.1,308,0,174.4,0,"existant"
"2201N0226269C","2022-01-26","C","appartement",47.9,"Rue des Usiniers 01170 Gex","Gaz naturel",2550.6,1458.3,0,30.8,0,2639.1,2056.2,0,70.7,0,295.8,162.2,0,106,0,"existant"
"2201N2231317I","2022-01-24","C","maison",117.6,"Chemin de Farreu 01170 Crozet","GPL",5577.8,1348.5,0,66.7,8.9,5577.8,1901.4,0,153.4,20.4,798,193,0,229.9,30.6,"existant"
"2201N2231315G","2022-01-24","C","maison",117.6,"Chemin de Farreu 01170 Crozet","GPL",5640.2,1348.5,0,66.7,8.9,5640.2,1901.4,0,153.4,20.4,807,193,0,229.9,30.6,"existant"
"2201N0216564V","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3914.6,1749.6,0,49.7,0,4039.9,2467,0,114.4,0,452.6,194.6,0,171.4,0,"existant"
"2201N0141669G","2022-01-24","C","maison",82,"Chemin de Farreu 01170 Crozet","Gaz naturel",4818,1610,0,159.9,10.7,4928.5,2290.3,0,367.8,24.5,506,166,0,46,3,"existant"
"2201N0052849C","2022-01-10","B","maison",115.1,"696 Avenue de Lyon 01960 Péronnas","Bois – Granulés (pellets) ou briquettes",5450,748,0,254.2,0,7358.4,2425.8,0,584.6,0,532,149,0,51,0,"existant"
"2201N0145410D","2022-01-24","B","maison",86,"Che de Verizieu 01470 Briord","Bois – Granulés (pellets) ou briquettes",3757.6,880,0,193.6,79.2,4146.6,2024,0,445.3,182.2,280,214.1,0,47.1,19.3,"existant"
"2201N0138683K","2022-01-23","A","maison",133.4,"Rue des Gardes 01480 Ars-sur-Formans","Bois – Granulés (pellets) ou briquettes",3844.2,1117.5,0,298,74.5,5878.1,2570.3,0,685.4,171.4,436.5,214.2,0,57.1,14.3,"existant"
"2201N0216347M","2022-01-26","B","appartement",77.8,"Rue des Usiniers 01170 Gex","Gaz naturel",3344.5,0,0,50,0,3460.6,0,0,115,0,387.9,0,0,172.3,0,"existant"
"2201N0199292N","2022-01-31","A","maison",170.4,"Chemin de la Maison Rouge 01440 Viriat","Électricité",1855,646,0,375.1,0,4266.5,2095,0,862.8,0,356,124,0,72,0,"existant"
"2201N0233384T","2022-01-26","C","appartement",48.7,"Rue des Usiniers 01170 Gex","Gaz naturel",2821.4,1468.2,0,30.1,1.9,2941.5,2070.1,0,69.1,4.3,330.3,163.3,0,103.6,6.5,"existant"
"2201N0216326R","2022-01-26","C","appartement",77.8,"Rue des Usiniers 01170 Gex","Gaz naturel",3987.3,0,0,50,0,4125.8,0,0,115,0,462.5,0,0,172.3,0,"existant"
"2201N0204653S","2022-02-01","C","maison",188.7,"Rue des Maladières 01710 Thoiry","Gaz naturel",8386,4576,0,383.4,24,8448.4,6496.2,0,881.7,55.1,856,467,0,111,7,"existant"
"2201N0216333Y","2022-01-26","B","appartement",43.9,"Rue des Usiniers 01170 Gex","Gaz naturel",1145.6,0,0,28.2,0,1185.4,0,0,64.9,0,132.9,0,0,97.3,0,"existant"
"2201N0233884Z","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3419.3,1749.6,0,49.7,0,3528.7,2467,0,114.4,0,395.3,194.6,0,171.4,0,"existant"
"2201N0203678F","2022-02-01","C","maison",94.3,"Rue des Maladières 01710 Thoiry","Gaz naturel",4480.5,2288,0,55.6,3.5,4511.7,3248.1,0,127.9,8,450.4,229.9,0,191.7,12,"existant"
"2201N0164679G","2022-01-05","C","appartement",74.3,"167 Rue des Marais 01120 La Boisse","Gaz naturel",2904.6,1536,0,51.2,5.7,2904.6,2165.8,0,117.8,13.1,323,170.8,0,176.5,19.6,"existant"
"2201N0233351M","2022-01-26","C","appartement",66.9,"Rue des Usiniers 01170 Gex","Gaz naturel",3700.2,1640.3,0,41.3,2.6,3857.8,2312.9,0,95,5.9,433.2,182.4,0,142.4,8.9,"existant"
"2201N0204762X","2022-02-01","C","maison",389.2,"Rue des Maladières 01710 Thoiry","Gaz naturel",16351,13936,0,754.7,50.3,16482.3,19741.4,0,1735.7,115.7,1835,1558,0,219,15,"existant"
"2201N0233887C","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2119.2,1633.9,0,41.5,0,2187,2303.8,0,95.5,0,245,181.7,0,143.2,0,"existant"
"2201N0216557O","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2614.5,1633.9,0,41.5,0,2698.2,2303.8,0,95.5,0,302.3,181.7,0,143.2,0,"existant"
"2201N0216337C","2022-01-26","C","appartement",47.9,"Rue des Usiniers 01170 Gex","Gaz naturel",2550.6,0,0,30.8,0,2639.1,0,0,70.7,0,295.8,0,0,106,0,"existant"
"2201N0216530N","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2955.2,1632.1,0,41.4,0,3049.8,2301.2,0,95.2,0,341.7,181.5,0,142.8,0,"existant"
"2201N0226284R","2022-01-26","C","appartement",77.8,"Rue des Usiniers 01170 Gex","Gaz naturel",3344.5,1741.2,0,50,0,3460.6,2455.2,0,115,0,387.9,193.6,0,172.3,0,"existant"
"2201N0233915E","2022-01-26","C","appartement",65,"Rue des Usiniers 01170 Gex","Gaz naturel",3579.6,1630.3,0,41.3,0,3694.1,2298.7,0,94.9,0,413.8,181.3,0,142.3,0,"existant"
"2201N0207487S","2022-02-01","A","maison",89.9,"Chemin des Minimes 01600 Parcieux","Électricité",1844,558,0,193.5,0,4241.2,1809.6,0,445,0,364,110,0,38,0,"existant"
"2201N0106433A","2022-01-18","C","maison",93.7,"Lotissement le Parc des Dombes 01330 Ambérieux-en-Dombes","Gaz naturel",5108,1612,0,188.3,11.8,5153.5,2272.9,0,433.1,27.1,453,179,0,55,3,"existant"
"2201N0226278L","2022-01-26","C","appartement",47.9,"Rue des Usiniers 01170 Gex","Gaz naturel",2550.6,1458.3,0,30.8,0,2639.1,2056.2,0,70.7,0,295.8,162.2,0,106,0,"existant"
"2201N0216511U","2022-01-26","C","appartement",43.1,"Rue des Usiniers 01170 Gex","Électricité",1290.1,1959,0,27.3,0,1331.4,6353,0,62.9,0,149.2,568.3,0,94.3,0,"existant"
"2201N0216506P","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2119.2,1633.9,0,41.5,0,2187,2303.8,0,95.5,0,245,181.7,0,143.2,0,"existant"
"2201N0216404R","2022-01-26","B","appartement",66.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2713.3,0,0,40.9,2.6,2828.8,0,0,94,5.9,317.6,0,0,140.9,8.8,"existant"
"2201N0233368D","2022-01-26","C","appartement",47.7,"Rue des Usiniers 01170 Gex","Gaz naturel",1743.6,1452.2,0,29.4,1.8,1817.9,2047.6,0,67.7,4.2,204.1,161.5,0,101.5,6.3,"existant"
"2201N0216517A","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3419.3,1749.6,0,49.7,0,3528.7,2467,0,114.4,0,395.3,194.6,0,171.4,0,"existant"
"2201N0105913A","2022-01-18","B","maison",76.4,"Rue Pré Bompan 01500 Ambronay","Bois – Granulés (pellets) ou briquettes",4167,850,0,162.7,0,4495.9,2756.6,0,374.3,0,298,214,0,41,0,"existant"
"2201N0204835S","2022-02-01","C","maison",389.2,"Rue des Maladières 01710 Thoiry","Gaz naturel",15847,13080,0,754.7,0,15912,18534.5,0,1735.7,0,1772,1464,0,219,0,"existant"
"2201N0020456F","2022-01-05","C","maison",100.9,"Rue du Menie 01500 Château-Gaillard","Gaz naturel",4144,1704,0,208.4,49,4159.6,2424.6,0,479.4,112.8,436,180,0,60,14,"existant"
"2201N0216354T","2022-01-26","B","appartement",43.9,"Rue des Usiniers 01170 Gex","Gaz naturel",1145.6,0,0,28.2,0,1185.4,0,0,64.9,0,132.9,0,0,97.3,0,"existant"
"2201N0233910Z","2022-01-26","C","appartement",78.3,"Rue des Usiniers 01170 Gex","Gaz naturel",3914.6,1749.6,0,49.7,0,4039.9,2467,0,114.4,0,452.6,194.6,0,171.4,0,"existant"
"2201N0144100T","2022-01-24","C","appartement",53.1,"48 Place du Champ de Foire 01400 Châtillon-sur-Chalaronne","Électricité",1058.1,454.2,337.4,94.6,0,2433.7,1472.8,776.1,217.5,0,172,73.8,54.8,581.7,0,"existant"
"2201N0226256P","2022-01-26","C","appartement",47.9,"Rue des Usiniers 01170 Gex","Gaz naturel",2550.6,1458.3,0,30.8,0,2639.1,2056.2,0,70.7,0,295.8,162.2,0,106,0,"existant"
"2201N0233881W","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2119.2,1633.9,0,41.5,0,2187,2303.8,0,95.5,0,245,181.7,0,143.2,0,"existant"
"2201N0233864F","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",3572.9,1632.1,0,41.4,0,3687.3,2301.2,0,95.2,0,413.1,181.5,0,142.8,0,"existant"
"2201N0233896L","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",2119.2,1633.9,0,41.5,0,2187,2303.8,0,95.5,0,245,181.7,0,143.2,0,"existant"
"2201N0226291Y","2022-01-26","C","appartement",43.9,"Rue des Usiniers 01170 Gex","Gaz naturel",1457.9,1395.2,0,28.2,0,1508.5,1967.2,0,64.9,0,169.1,155.2,0,97.3,0,"existant"
"2201N0233366B","2022-01-26","C","appartement",66.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2713.3,1634.1,0,40.9,2.6,2828.8,2304.1,0,94,5.9,317.6,181.7,0,140.9,8.8,"existant"
"2201N0207566T","2022-02-01","A","maison",124,"lotissement le clos des mûriers 01600 Parcieux","Électricité",2151,576,0,257.6,45.5,4947.3,1868,0,592.4,104.5,410,110,0,49,9,"existant"
"2201N0049101Y","2022-01-10","A","maison",88.7,"Allee du Creux du Chene 01300 Peyrieu","Électricité",1210,547,0,178.8,10.5,2783,1773.9,0,411.3,24.2,259,117,0,38,2,"existant"
"2201N0009543M","2022-01-03","C","maison",130.3,"Route de Baneins 01990 Saint-Trivier-sur-Moignans","Gaz naturel",5667,2293,0,262.1,32.8,5687.8,3262.5,0,602.8,75.3,486,232,0,76,10,"existant"
"2201N0216566X","2022-01-26","C","appartement",67.4,"Rue des Usiniers 01170 Gex","Gaz naturel",3873.1,1651.4,0,42.8,0,3997.1,2328.4,0,98.4,0,447.8,183.6,0,147.5,0,"existant"
"2201N0233360V","2022-01-26","C","appartement",48.7,"Rue des Usiniers 01170 Gex","Gaz naturel",2714.6,1468.2,0,30.1,1.9,2830.1,2070.1,0,69.1,4.3,317.8,163.3,0,103.6,6.5,"existant"
"2201N0141662Z","2022-01-24","C","maison",121,"Chemin de Farreu 01170 Crozet","Gaz naturel",6695,1854,0,245.1,61.3,7710.3,2614.1,0,563.8,140.9,770,176,0,65,16,"existant"
"2237N0051111Q","2022-01-10","A","maison",104.9,"Lotissement les Aquarelles 01300 Belley","Électricité",1387,618,0,189.2,25.2,3190.1,2004.2,0,435,58,285,127,0,39,5,"existant"
"2201N0216386Z","2022-01-26","C","appartement",66.9,"Rue des Usiniers 01170 Gex","Gaz naturel",3700.2,0,0,41.3,2.6,3857.8,0,0,95,5.9,433.2,0,0,142.4,8.9,"existant"
"2201N0226288V","2022-01-26","C","appartement",64.6,"Rue des Usiniers 01170 Gex","Gaz naturel",2911.7,1623,0,41.5,0,3012.7,2288.5,0,95.4,0,337.7,180.5,0,143.1,0,"existant"
"2201N0205834D","2022-02-01","A","maison",134.1,"Route de l’Etang Coton 01660 Mézériat","Électricité",1764,572,0,278.5,46.4,4057.2,1855,0,640.5,106.7,345,112,0,55,9,"existant"
"2201N0226255O","2022-01-26","C","appartement",77.8,"Rue des Usiniers 01170 Gex","Gaz naturel",3344.5,1741.2,0,50,0,3460.6,2455.2,0,115,0,387.9,193.6,0,172.3,0,"existant"
"2201N0020547S","2022-01-05","C","maison",90,"Route de Blyes 01150 Chazey-sur-Ain","Gaz naturel",2815,2218,0,191.9,10.7,2829.3,3147.5,0,441.3,24.5,315,248,0,56,3,"existant"
"2201N0141429A","2022-01-24","A","maison",83.7,"Rue de la Combe du Bois 01150 Blyes","Électricité",1089,465.3,0,178.2,217.8,2504.7,1070.2,0,409.9,500.9,236.4,101,0,38.7,47.3,"existant"
"2257N0132485E","2022-01-23","B","maison",170,"Lotissement Coteaux du Soleil 01600 Misérieux","Électricité",6371.4,1110,0,377.4,133.2,6429.1,2553,0,868,306.4,653.6,255.5,0,86.9,30.7,"existant"
"2201N0204660Z","2022-02-01","C","maison",94.3,"Rue des Maladières 01710 Thoiry","Gaz naturel",4169,2288,0,55.6,3.5,4169,3248.1,0,127.9,8,421.1,233.4,0,191.7,12,"existant"
"2201N0141659W","2022-01-24","C","maison",121,"Chemin de Farreu 01170 Crozet","Gaz naturel",6649,1854,0,245.1,61.3,7644.8,2614.1,0,563.8,140.9,765,176,0,66,16,"existant"
"2201N0216494D","2022-01-26","C","appartement",65.4,"Rue des Usiniers 01170 Gex","Gaz naturel",3446.7,1633.9,0,41.5,0,3557,2303.8,0,95.5,0,398.5,181.7,0,143.2,0,"existant"
"2201N0216453O","2022-01-26","C","appartement",48.7,"Rue des Usiniers 01170 Gex","Gaz naturel",2821.4,0,0,30.1,1.9,2941.5,0,0,69.1,4.3,330.3,0,0,103.6,6.5,"existant"
"2201N0003574X","2022-01-02","A","maison",90.8,"Route des Deschamps 01380 Saint-Cyr-sur-Menthon","Électricité",1058,570,0,174,151,2434,1311,0,401,348,298,165,0,51,44,"existant"
"2201N2231302T","2022-01-24","C","maison",121,"Chemin de Farreu 01170 Crozet","GPL",7216,1854,0,245.1,61.3,8211.8,2614.1,0,563.8,140.9,1129,265,0,66,16,"existant"
"2201N0216247Q","2022-01-26","C","appartement",43.4,"Rue des Usiniers 01170 Gex","Gaz naturel",1421.4,1442.3,0,27.6,0,1479.1,2033.6,0,63.4,0,166,160.4,0,95,0,"existant"
"2201N0144098R","2022-01-24","B","appartement",404.4,"48 Place du Champ de Foire 01400 Châtillon-sur-Chalaronne","Électricité",7086.1,1394,2570,720.2,0,16298,4520.7,5911,1656.5,0,1151.9,226.6,417.8,4430.5,0,"existant"
"2201N0233885A","2022-01-26","C","appartement",65.2,"Rue des Usiniers 01170 Gex","Gaz naturel",2955.2,1632.1,0,41.4,0,3049.8,2301.2,0,95.2,0,341.7,181.5,0,142.8,0,"existant"
"2201N0088337A","2022-01-16","A","maison",84.5,"Rue Marcel Vion 01800 Meximieux","Électricité",1626,586,0,171.7,0,3739.8,1900.4,0,394.9,0,327,118,0,35,0,"existant"
"2201N0201775A","2022-02-01","C","appartement",84.6,"Vonnas","Gaz naturel",2078.6,2769.3,0,50.6,0,2078.6,3904.6,0,116.4,0,231.2,308,0,174.4,0,"existant"
"2201N0216294L","2022-01-26","C","appartement",65.5,"Rue des Usiniers 01170 Gex","Gaz naturel",3080.1,1696.4,0,41.6,0,3205.2,2391.9,0,95.6,0,359.8,188.6,0,143.3,0,"existant"
